Name,Age,Nationality,Overall,Potential,Club
Lucas Galvão,26,Brazil,67,70,SK Rapid Wien
J. Horn,30,Norway,67,67,IF Elfsborg
Pedrildo Rocha,33,Brazil,67,67,Atlético Clube Goianiense
Álex Gallar,25,Spain,67,70,SD Huesca
O. Sow,27,Sweden,67,68,Milton Keynes Dons
R. Habran,23,France,67,72,Paris Saint-Germain
Wilsson Rosito,33,Brazil,67,67,Associação Chapecoense de Futebol
V. van Crooij,21,Netherlands,67,75,VVV-Venlo
C. Louvion,29,France,67,67,Tours FC
A. Zito,31,Italy,67,67,Salernitana
T. Boyd,26,United States,67,70,SV Darmstadt 98
F. Al Qarni,25,Saudi Arabia,67,70,Al Ittihad
Bardají,22,Spain,67,72,SD Huesca
B. Barry,21,Germany,67,75,Werder Bremen II
J. Vachoux,22,France,67,75,RC Lens
D. Bergamelli,30,Italy,67,67,Vercelli
P. Huspek,26,Austria,67,67,SK Sturm Graz
Bruno Monteiro,32,Portugal,67,67,Tondela
M. Możdżeń,26,Poland,67,70,Korona Kielce
K. Lala,25,France,67,72,RC Strasbourg
D. Valencia,26,Colombia,67,69,Alianza Petrolera
M. Carrasco,29,Argentina,67,67,Club Atlético Patronato
M. Hofmann,23,Austria,67,70,SK Rapid Wien
J. Ibarra,28,Mexico,67,67,Lobos de la BUAP
Alcatraz,30,Colombia,67,67,CD Once Caldas Manizales
J. Watts,25,United States,67,70,Colorado Rapids
C. Kronberg,30,Denmark,67,67,Viking FK
E. Acorada,25,Chile,67,67,CD Palestino
J. Skarz,27,England,67,67,Bury
Ricardo Ferreira,27,Portugal,67,68,Portimonense SC
M. Sax,24,Austria,67,73,FC Admira Wacker Mödling
L. Olum,32,Kenya,67,67,Portland Timbers
Kauã Zanson,33,Brazil,67,67,Sport Club do Recife
Dersan Dinis,25,Brazil,67,67,Atlético Clube Goianiense
Aurélio Buta,20,Angola,67,77,Royal Antwerp FC
A. Devaux,32,France,67,67,Stade de Reims
J. Meekings,24,England,67,72,Dundee FC
A. Popa,28,Romania,67,67,Reading
Jung Woo Jae,25,Korea Republic,67,69,Daegu FC
A. Khagush,30,Russia,67,67,Arsenal Tula
S. Grandsir,20,France,67,78,ES Troyes AC
B. Mitrev,30,Bulgaria,67,67,
B. Ogbeche,32,Nigeria,67,67,Willem II
R. Maiello,25,Italy,67,68,Frosinone
M. Breuer,37,Netherlands,67,67,Sparta Rotterdam
A. Jacobsen,27,Denmark,67,68,Odense Boldklub
M. Aramu,22,Italy,67,77,Virtus Entella
Álvaro Bustos,22,Spain,67,74,Gimnàstic de Tarragona
L. Dickmann,20,Italy,67,79,Novara
T. Agyepong,21,Ghana,67,75,NAC Breda
K. Pedersen,22,Denmark,67,74,1. FC Union Berlin
Luis Pérez,22,Spain,67,75,CD Tenerife
M. Konrad,29,Germany,67,67,SG Dynamo Dresden
C. Borja,24,Colombia,67,73,Corporación Club Deportivo Tuluá
G. Iancu,23,Romania,67,73,Termalica Bruk-Bet Nieciecza
L. Piątek,31,Poland,67,67,Termalica Bruk-Bet Nieciecza
C. Wilk,31,Poland,67,67,Real Zaragoza
S. Fischer,28,Netherlands,67,67,Sparta Rotterdam
K. Altınay,25,Turkey,67,70,Osmanlıspor
D. Ortiz,24,Paraguay,67,72,Newell's Old Boys
J. Sambia,20,France,67,77,Montpellier Hérault SC
S. Hofmann,36,Germany,67,67,SK Rapid Wien
M. Carayol,28,Gambia,67,67,Nottingham Forest
T. Meißner,26,Germany,67,68,ADO Den Haag
C. Ramos,28,Peru,67,68,
T. Bunbury,27,United States,67,68,New England Revolution
K. D'Haene,27,Belgium,67,67,KV Kortrijk
Hugo Álvarez,32,Spain,67,67,AD Alcorcón
S. Ichazo,25,Uruguay,67,70,Torino
K. Chiba,32,Japan,67,67,Sanfrecce Hiroshima
T. Thelin,33,Sweden,67,67,Jönköpings Södra IF
D. Daniels,23,Montserrat,67,74,Rochdale
C. Doyle,32,Republic of Ireland,67,67,Bradford City
T. Hiariej,28,Netherlands,67,67,Central Coast Mariners
N. Proschwitz,30,Germany,67,67,Sparta Rotterdam
J. Nieto,24,Colombia,67,74,Atletico Nacional Medellin
Carlos Fernández,21,Spain,67,78,Sevilla Atlético
J. Adánguiz,33,Chile,67,67,Curicó Unido
K. Gehring,29,Germany,67,67,SG Sonnenhof Großaspach
M. Chiosa,23,Italy,67,73,Novara
F. Moretti,28,Italy,67,67,Avellino
J. Bidwell,24,England,67,73,Queens Park Rangers
C. Alkılıç,29,Turkey,67,67,Alanyaspor
C. Conway,32,Scotland,67,67,Blackburn Rovers
Ripa,31,Spain,67,67,CD Numancia
M. Medina,22,Colombia,67,76,Corporación Club Deportivo Tuluá
G. Karačić,20,Bosnia Herzegovina,67,80,SV Sandhausen
D. Hylton,28,England,67,67,Luton Town
Vinícius,24,Brazil,67,71,AEK Athens
M. Hernández,34,Mexico,67,67,Tiburones Rojos de Veracruz
D. Hägele,28,Germany,67,67,SG Sonnenhof Großaspach
X. Báez,29,Mexico,67,67,Necaxa
S. Gbohouo,28,Ivory Coast,67,68,
P. Mina,32,Colombia,67,67,Asociacion Deportivo Cali
Jose Emeirson,25,Brazil,67,67,Vitória 
Javi Hernández,28,Spain,67,67,Cracovia
Gwon Wan Gyu,25,Korea Republic,67,72,Pohang Steelers
H. Skogseid,29,Norway,67,67,Stabæk Fotball
Fabri Arnoia,25,Brazil,67,67,São Paulo Futebol Clube
J. Mall,26,Switzerland,67,70,SV Darmstadt 98
M. Nkololo,24,DR Congo,67,73,SM Caen
V. Alvarado,24,United States,67,71,Santos Laguna
A. Putsko,24,Russia,67,73,FC SKA-Energiya Khabarovsk
D. da Cruz,31,France,67,67,Stade de Reims
M. Little,28,England,67,67,Bolton Wanderers
N. Mitrović,24,Slovenia,67,73,Jagiellonia Białystok
Jonathan Reis,28,Brazil,67,67,Hokkaido Consadole Sapporo
M. Busellato,24,Italy,67,71,Bari
S. Al Duayyi,24,Saudi Arabia,67,73,Al Faisaly
R. Kurzawa,24,Poland,67,71,Górnik Zabrze
D. Kyriakidis,30,Greece,67,67,
C. Groß,28,Germany,67,68,VfL Osnabrück
D. Morales,30,Argentina,67,67,Colon de Santa Fe
E. Quiñones,28,Colombia,67,67,CD Los Millionarios Bogota
T. Zwane,27,South Africa,67,67,
O. Mares,30,Mexico,67,67,Tiburones Rojos de Veracruz
A. Novikovas,26,Lithuania,67,68,Jagiellonia Białystok
D. Steres,26,United States,67,70,LA Galaxy
E. Hurtados,25,Chile,67,67,Audax Italiano
I. Alhaft,20,Netherlands,67,77,Sparta Rotterdam
B. Easton,29,Scotland,67,67,St. Johnstone FC
A. Boyle,26,Republic of Ireland,67,70,Preston North End
V. Sielis,27,Cyprus,67,67,Gangwon FC
J. Czerwiński,25,Poland,67,68,Legia Warszawa
J. Roa,22,Colombia,67,75,CPD Junior Barranquilla
L. Díaz,31,Argentina,67,67,Club Atlético Huracán
N. Law,29,England,67,67,Bradford City
R. Vilchis,27,Mexico,67,67,Monarcas Morelia
K. Escamilla,23,Mexico,67,75,U.N.A.M.
J. Arboleda,27,Colombia,67,67,Deportes Tolima
Carrillo,23,Spain,67,76,Cádiz C.F.
D. Soldiez,29,Chile,67,67,Universidad de Chile
A. Barillà,29,Italy,67,67,Parma
M. Nalepa,24,Poland,67,73,Lechia Gdańsk
L. Stojanović,23,Serbia,67,71,Royal Antwerp FC
J. Gradit,24,France,67,72,Tours FC
Leo Vimieiro,29,Brazil,67,67,Atlético Clube Goianiense
K. Gjasula,27,Germany,67,68,Hallescher FC
G. Greer,36,Scotland,67,67,Kilmarnock
M. Pérez,24,Mexico,67,70,Club América
D. Horst,31,United States,67,67,Real Salt Lake
A. Putivtsev,28,Ukraine,67,67,Termalica Bruk-Bet Nieciecza
P. Huntington,29,England,67,67,Preston North End
A. Zabolotnyy,26,Russia,67,70,FC Tosno
L. Cavallini,24,Canada,67,74,Puebla
J. Sills,30,Argentina,67,67,Newell's Old Boys
B. Mansilla,20,Argentina,67,82,Racing Club de Avellaneda
A. Moris,27,Luxembourg,67,69,KV Mechelen
A. Al Asta,30,Saudi Arabia,67,67,Al Nassr
Edgar Hernández,30,Spain,67,67,CF Reus Deportiu
S. Blondelle,31,Belgium,67,67,KAS Eupen
S. Wangberg,26,Norway,67,72,Tromsø IL
C. Tănase,30,Romania,67,67,Kardemir Karabükspor
J. Correa,24,Argentina,67,72,Godoy Cruz
Marc Cardona,21,Spain,67,76,FC Barcelona B
S. Bertram,26,Germany,67,68,FC Erzgebirge Aue
C. Woods,30,England,67,67,Preston North End
R. Sessegnon,17,England,67,86,Fulham
S. Hines,29,England,67,67,Orlando City Soccer Club
P. Mortensen,27,Denmark,67,67,Sarpsborg 08 FF
A. Escoboza,24,Mexico,67,72,Puebla
N. Mazzola,27,Argentina,67,68,Gimnasia y Esgrima La Plata
J. Venegas,28,Costa Rica,67,67,Minnesota Thunder
N. Toko,26,DR Congo,67,69,FC St. Gallen
V. Sánchez,37,Uruguay,67,67,Houston Dynamo
J. Demetriou,29,Cyprus,67,67,Southend United
Song Si Woo,23,Korea Republic,67,73,Incheon United FC
D. Gavazzi,31,Italy,67,67,Avellino
I. Lendrić,25,Croatia,67,68,RC Lens
I. Temnikov,28,Russia,67,67,Dinamo Moscow
S. Molina,25,Italy,67,70,Avellino
C. Valdez,33,Mexico,67,67,Tiburones Rojos de Veracruz
F. Fattori,24,Argentina,67,70,Newell's Old Boys
M. Keita,26,Norway,67,67,New York Red Bulls
S. Kotysch,28,Germany,67,68,Sint-Truidense VV
S. Heltne Nilsen,25,Norway,67,72,SK Brann
A. Safildo,25,Chile,67,67,Curicó Unido
D. Haas,33,Germany,67,67,FC Erzgebirge Aue
E. Kouassi,19,Ivory Coast,67,81,Celtic
Paik Seung Ho,20,Korea Republic,67,77,Girona CF
J. Nsamé,24,Cameroon,67,72,BSC Young Boys
M. Wynne,31,United States,67,67,San Jose Earthquakes
R. Sukuta-Pasu,27,Germany,67,68,SV Sandhausen
S. Sinovic,30,United States,67,67,Sporting Kansas City
B. Enobakhare,19,Nigeria,67,80,Wolverhampton Wanderers
M. Vanhamel,27,Belgium,67,69,KV Oostende
E. Bologna,35,Argentina,67,67,River Plate
R. Sigurjónsson,27,Iceland,67,69,Grasshopper Club Zürich
L. Rinaldi,23,Argentina,67,71,Brescia
D. Konstantopoulos,38,Greece,67,67,Middlesbrough
H. Hosogai,31,Japan,67,67,Kashiwa Reysol
O. Bulut,23,Germany,67,70,SC Freiburg
R. Sánchez,33,Colombia,67,67,CD Los Millionarios Bogota
E. Manjedo,33,Chile,67,67,CD Universidad de Concepción
S. Anderson,31,Scotland,67,67,St. Johnstone FC
J. Ward,31,Northern Ireland,67,67,Nottingham Forest
J. Raitala,28,Finland,67,67,Columbus Crew SC
R. Festersen,30,Denmark,67,67,Odense Boldklub
S. Khumalo,27,South Africa,67,67,Kaizer Chiefs
V. Basha,26,Albania,67,70,Wisła Kraków
F. Migliore,29,Italy,67,67,Genoa
G. Miura,22,Japan,67,76,Gamba Osaka
Juande,30,Spain,67,67,La Spezia
Nuno Cedrim,25,Brazil,67,67,Clube Atlético Mineiro
F. Orlando,20,Italy,67,79,Salernitana
H. Özmert,32,Turkey,67,67,İstanbul Başakşehir FK
I. Henderson,32,England,67,67,Rochdale
Dani Jiménez,27,Spain,67,69,AD Alcorcón
L. Laverone,28,Italy,67,67,Avellino
L. Bostyn,23,Belgium,67,72,SV Zulte-Waregem
A. Zapata,22,Colombia,67,74,CD Los Millionarios Bogota
Luis Ruiz,25,Spain,67,71,CD Lugo
G. Prósperi,32,Argentina,67,67,San Martín de San Juan
G. Bourillon,33,France,67,67,La Berrichonne de Châteauroux
M. Zachara,27,Poland,67,67,Tondela
N. Meriz,33,Chile,67,67,CD Palestino
M. Bani,23,Italy,67,73,Chievo Verona
A. Romales,25,Chile,67,67,Santiago Wanderers
D. Del Fabro,22,Italy,67,76,Novara
Pol García,22,Spain,67,75,Cremonese
A. Cooper,29,Panama,67,67,Toronto FC
Rafael Ramos,22,Portugal,67,77,Orlando City Soccer Club
A. Tembeng,25,Cameroon,67,70,Tondela
J. Bréchet,37,France,67,67,GFC Ajaccio
G. Saville,24,England,67,73,Millwall
A. Schiavone,24,Italy,67,74,Cesena
D. Olsen,32,Denmark,67,67,Hobro IK
W. Kaptoum,20,Cameroon,67,79,FC Barcelona B
S. Hierländer,26,Austria,67,70,SK Sturm Graz
E. Zenteno,32,Bolivia,67,67,
P. Becker,24,Argentina,67,72,Rosario Central
A. Araujo,20,Portugal,67,76,GFC Ajaccio
D. Sundgren,26,Sweden,67,70,AIK Solna
R. Maah,32,France,67,67,GFC Ajaccio
Tito,32,Spain,67,67,CF Reus Deportiu
B. Coker,28,England,67,67,Southend United
W. Zahibo,23,France,67,75,Gimnàstic de Tarragona
A. Meleán,30,Bolivia,67,67,
L. Da Silva Lopes,18,Portugal,67,81,Peterborough United
S. MacDonald,29,Wales,67,67,Wigan Athletic
Cucurella,18,Spain,67,85,FC Barcelona B
H. Zuck,26,Germany,67,67,Eintracht Braunschweig
J. Mombris,29,France,67,67,GFC Ajaccio
M. Ibarra,27,United States,67,67,Minnesota Thunder
Alan Schons,24,Brazil,67,73,Moreirense FC
L. Wilkshire,35,Australia,67,67,Sydney FC
N. Çiftçi,25,Turkey,67,68,Plymouth Argyle
E. Gnahoré,23,France,67,74,Palermo
S. Baradji,33,France,67,67,Amiens SC Football
B. Vriends,26,Netherlands,67,69,Sparta Rotterdam
L. Gatto,25,Italy,67,70,Salernitana
R. Lundström,27,Sweden,67,68,Vålerenga Fotball
D. Zanon,33,Italy,67,67,Perugia
J. Scowen,24,England,67,73,Queens Park Rangers
S. Ganz,23,Italy,67,74,Pescara
A. Askar,31,Ethiopia,67,67,Sarpsborg 08 FF
T. Redding,20,United States,67,75,Orlando City Soccer Club
R. Gaetaños,29,Chile,67,67,Audax Italiano
R. García,28,Uruguay,67,68,Atlético Tucumán
T. Enevoldsen,29,Denmark,67,67,NAC Breda
M. Sauer,23,Germany,67,74,Eintracht Braunschweig
J. Dequevy,29,Belgium,67,67,Royal Antwerp FC
G. Madine,26,England,67,67,Bolton Wanderers
K. Kratz,30,Germany,67,67,Atlanta United FC
Claude Gonçalves,23,Portugal,67,74,Tondela
Gabriel,19,Brazil,67,78,ES Troyes AC
G. Barnes,28,Jamaica,67,67,Orlando City Soccer Club
G. Trauner,25,Austria,67,72,LASK Linz
N. Powell,23,England,67,73,Wigan Athletic
Dudú,27,Brazil,67,68,Ventforet Kofu
D. Furlong,21,England,67,73,Queens Park Rangers
K. Ehizibue,22,Netherlands,67,73,PEC Zwolle
J. Aidoo,21,Ghana,67,74,KRC Genk
Eduardo,24,Brazil,67,73,Kawasaki Frontale
S. Burchert,27,Germany,67,68,SpVgg Greuther Fürth
W. Andrade,32,Argentina,67,67,Club Atlético Patronato
S. Iacoponi,30,Italy,67,67,Parma
S. Mantom,25,England,67,69,Scunthorpe United
F. Öztorun,30,Turkey,67,67,Atiker Konyaspor
A. Iacobucci,26,Italy,67,71,Virtus Entella
F. Mollet,25,France,67,68,FC Metz
J. Gómez,23,Mexico,67,71,Querétaro
A. Ibañado,25,Chile,67,67,CD Antofagasta
Antonaldinho,25,Brazil,67,67,Associação Atlética Ponte Preta
Mama Baldé,21,Guinea Bissau,67,75,CD Aves
K. Bülow,31,Germany,67,67,Karlsruher SC
F. Brillant,32,France,67,67,New York City Football Club
K. Piątek,22,Poland,67,73,Cracovia
J. Urellano,25,Chile,67,67,Club de Deportes Temuco
K. Adams Nuhu,22,Ghana,67,71,BSC Young Boys
S. Madera,32,Poland,67,67,Zagłębie Lubin
L. Juliš,22,Czech Republic,67,78,Sparta Praha
A. Laurito,33,Germany,67,67,Rot-Weiß Erfurt
E. Nefiz,22,Turkey,67,77,Alanyaspor
E. Tozlu,26,Turkey,67,68,Evkur Yeni Malatyaspor
H. Pehlivan,23,Turkey,67,71,Gençlerbirliği SK
Guto Costinho,25,Brazil,67,67,Sociedade Esportiva Palmeiras
K. Sobieraj,35,Poland,67,67,Arka Gdynia
E. Padella,28,Italy,67,67,Ascoli
S. Barker,34,England,67,67,Burton Albion
Dani Suárez,27,Spain,67,69,Górnik Zabrze
A. Budakov,32,Russia,67,67,FC Anzhi Makhachkala
D. González,27,Colombia,67,70,La Equidad
A. Krivoruchko,32,Russia,67,67,FC SKA-Energiya Khabarovsk
S. Balanovich,29,Belarus,67,67,Amkar Perm
C. Mahoney,20,England,67,77,Bournemouth
J. Fortes,28,Cape Verde,67,67,Excelsior
Vincente Dourado,33,Brazil,67,67,Associação Chapecoense de Futebol
J. Müller,23,Germany,67,72,SG Dynamo Dresden
M. Rossi,29,Italy,67,67,Wellington Phoenix
Miguel Oliveira,23,Portugal,67,71,Vitória Guimarães
J. von Haacke,23,Germany,67,72,SV Darmstadt 98
S. Michel,26,Germany,67,67,SC Paderborn 07
L. Nielsen,30,Denmark,67,67,Lech Poznań
M. Nitrianský,26,Czech Republic,67,68,Partick Thistle F.C.
I. Pussetto,21,Argentina,67,78,Club Atlético Huracán
A. Ajeti,20,Switzerland,67,74,FC St. Gallen
Diego Aguirre,26,Spain,67,68,Rayo Vallecano
Gustavo Pastinho,25,Brazil,67,67,Clube Atlético Mineiro
R. Manaj,20,Albania,67,78,Granada CF
Sueliton,26,Brazil,67,69,Vitória Guimarães
Alex Muñoz,22,Spain,67,73,Sevilla Atlético
D. Kinsombi,21,Germany,67,75,Holstein Kiel
J. Ielsch,34,France,67,67,Amiens SC Football
K. Mazek,22,Poland,67,72,Zagłębie Lubin
M. Figoli,32,Uruguay,67,67,Atlético Huila
Y. Otsu,27,Japan,67,67,Kashiwa Reysol
J. Wallace,23,England,67,74,Millwall
O. Aydın,23,Germany,67,75,Chemnitzer FC
Felipe Pires,22,Brazil,67,73,FK Austria Wien
S. Andersen,35,Denmark,67,67,FC København
J. Cousins,23,England,67,72,Queens Park Rangers
Ko Seung Beom,23,Korea Republic,67,72,Suwon Samsung Bluewings
T. Spurr,29,England,67,67,Preston North End
A. Gabbarini,31,Argentina,67,67,Bahía Blanca
O. Yıldırım,24,Germany,67,73,Eintracht Braunschweig
R. Murić,21,Croatia,67,75,SC Braga
A. Gérard,24,France,67,71,RC Lens
V. Kovačević,24,Serbia,67,72,KV Kortrijk
R. Rubin,21,United States,67,75,Stabæk Fotball
S. Sararer,27,Turkey,67,67,SpVgg Greuther Fürth
L. Nizzetto,31,Italy,67,67,Virtus Entella
J. Salas,23,Mexico,67,74,Club Atlas
R. Lundqvist,20,Sweden,67,77,PSV
Y. Nakayama,20,Japan,67,77,Kashiwa Reysol
P. Eler,26,Slovenia,67,70,AS Nancy Lorraine
E. Alvarado,28,Costa Rica,67,67,Trabzonspor
A. Origi,33,Kenya,67,67,Lillestrøm SK
M. Wallace,24,Scotland,67,70,Scunthorpe United
J. Buatu Mananga,23,Angola,67,72,Waasland-Beveren
E. Dening,28,Argentina,67,67,Evkur Yeni Malatyaspor
A. Chatzigiovanis,20,Greece,67,77,Panathinaikos FC
Han Kwang Song,18,Korea DPR,67,86,Perugia
N. Backman,28,Sweden,67,67,Aarhus GF
R. Skov,21,Denmark,67,82,Silkeborg IF
Adriano Junqueiras,29,Brazil,67,67,Coritiba Foot Ball Club
B. Pawłowski,24,Poland,67,70,Zagłębie Lubin
S. Özkan,30,Turkey,67,67,Gençlerbirliği SK
J. Murillo,23,Colombia,67,73,Patriotas Boyacá FC
D. Imperiale,29,Argentina,67,67,Club Atlético Tigre
H. Aouar,19,France,67,83,Olympique Lyonnais
H. Mahbub,24,Saudi Arabia,67,71,Al Hilal
F. Dabo,21,England,67,76,Vitesse
S. Svendsen,19,Norway,67,77,Hammarby IF
D. Poyet,22,Uruguay,67,75,Godoy Cruz
J. Kayembe,22,Belgium,67,76,FC Nantes
M. Castagnetti,27,Italy,67,67,Empoli
Yuri Ribeiro,20,Portugal,67,77,Rio Ave FC
A. Rossi,30,Italy,67,67,Pescara
J. Jeffrey,27,United States,67,69,D.C. United
M. Grella,30,United States,67,67,New York Red Bulls
I. Lanni,27,Italy,67,68,Ascoli
P. Dawidowicz,22,Poland,67,76,Palermo
Piqueti,24,Guinea Bissau,67,71,CS Marítimo
A. Pavlenko,32,Russia,67,67,FC Ural
R. Grange,28,France,67,67,Chamois Niortais FC
D. Čotra,32,Serbia,67,67,Śląsk Wrocław
Miguel Garcia,26,Spain,67,70,CF Reus Deportiu
D. Badji,24,Senegal,67,71,Colorado Rapids
M. Wöber,19,Austria,67,79,Ajax
L. Abubakar,22,Ghana,67,71,Columbus Crew SC
Eduardo Neto,28,Brazil,67,67,Kawasaki Frontale
F. N'Sakala,26,DR Congo,67,68,Alanyaspor
Igor Rossi,28,Brazil,67,68,Al Faisaly
C. Robles,25,Colombia,67,71,Atlético Huila
M. Akbaş,27,Turkey,67,67,Trabzonspor
E. Quejeda,29,Chile,67,67,CD Palestino
H. Abe,27,Japan,67,67,Kawasaki Frontale
H. Robson-Kanu,28,Wales,67,67,West Bromwich Albion
A. Syhre,22,Germany,67,73,Würzburger FV
D. Bantelicia,29,Chile,67,67,Santiago Wanderers
B. Radunović,21,Serbia,67,78,Salernitana
M. Cejas,31,Argentina,67,67,Unión de Santa Fe
C. Maguire,28,Scotland,67,67,Bury
D. Phillips,33,Jamaica,67,67,Real Salt Lake
T. Beltran,29,United States,67,67,Real Salt Lake
B. Pelé,25,France,67,70,ES Troyes AC
T. Lockyer,22,Wales,67,75,Bristol Rovers
K. Doyle,33,Republic of Ireland,67,67,Colorado Rapids
L. Saldaña,27,Colombia,67,67,Alianza Petrolera
G. Roberts,33,England,67,67,Wigan Athletic
K. Bennett,26,England,67,67,Portsmouth
T. Haye,22,Netherlands,67,73,Willem II
J. Steele,26,England,67,70,Sunderland
Noguera,27,Spain,67,68,Lorca Deportiva CF
P. Ferrari,35,Argentina,67,67,Rosario Central
P. Konate,23,Sweden,67,72,Ferrara (SPAL)
A. Tshibola,22,England,67,77,Milton Keynes Dons
V. Moren,26,Finland,67,70,Waasland-Beveren
L. Nestor,28,France,67,69,Valenciennes FC
P. Nyarko,31,Ghana,67,67,D.C. United
S. Lewerenz,26,Germany,67,67,Holstein Kiel
P. Frick,25,Sweden,67,70,IF Elfsborg
R. Wiggins,29,Wales,67,67,Bournemouth
J. Wilson,28,Wales,67,67,Walsall
M. Lobantsev,22,Russia,67,76,Lokomotiv Moscow
Dani Romera,21,Spain,67,75,Cádiz C.F.
U. Garcia,21,Switzerland,67,77,SV Werder Bremen
M. Wittek,21,Germany,67,75,SpVgg Greuther Fürth
Lee Yeong Jae,22,Korea Republic,67,76,Ulsan Hyundai Horang-i
R. Zekhnini,19,Norway,67,82,Fiorentina
G. Anestis,26,Greece,67,70,AEK Athens
J. O'Shea,28,Republic of Ireland,67,67,Bury
M. Wolf,22,Germany,67,77,Eintracht Frankfurt
K. Shimizu,28,Japan,67,67,Shimizu S-Pulse
M. Fall,25,Senegal,67,69,Sporting Charleroi
M. Correa,27,Argentina,67,68,Godoy Cruz
E. Friberg,31,Sweden,67,67,BK Häcken
D. Kądzior,25,Poland,67,70,Górnik Zabrze
F. Stanco,30,Italy,67,67,Cremonese
J. Nyholm,23,Sweden,67,73,AIK Solna
Xavi Molina,30,Spain,67,67,Gimnàstic de Tarragona
C. Bejarano,32,Equatorial Guinea,67,67,CD America de Cali
M. Kanno,22,Saudi Arabia,67,77,Al Hilal
D. Nishi,29,Japan,67,67,Kashima Antlers
Fernando Fonseca,20,Portugal,67,77,Estoril Praia
Marcelinho Moraisco,25,Brazil,67,67,São Paulo Futebol Clube
F. Ananou,19,Germany,67,76,Roda JC Kerkrade
K. Begois,35,Belgium,67,67,FC Groningen
K. Azamoum,27,France,67,68,ES Troyes AC
F. Müller,24,Germany,67,71,Würzburger FV
A. Gilbey,22,England,67,75,Milton Keynes Dons
S. Nagasawa,28,Japan,67,67,Gamba Osaka
M. Tosetti,25,Switzerland,67,70,FC Thun
M. Benyettou,27,Algeria,67,67,Al Shabab
R. Nagaki,29,Japan,67,67,Kashima Antlers
D. Vidosic,30,Australia,67,67,Wellington Phoenix
O. Şam,31,Turkey,67,67,Gençlerbirliği SK
S. Dawkins,29,Jamaica,67,67,San Jose Earthquakes
F. Concas,30,Italy,67,67,Carpi
Jou Silva,30,Brazil,67,67,Al Batin
J. Anibaba,28,United States,67,67,Houston Dynamo
Jeong Jae Yong,26,Korea Republic,67,68,Ulsan Hyundai Horang-i
K. Misao,21,Japan,67,77,Kashima Antlers
S. Kariri,36,Saudi Arabia,67,67,Al Shabab
Barge,33,Portugal,67,67,CD Feirense
T. Weilandt,25,Germany,67,70,Holstein Kiel
C. Irwin,28,United States,67,67,Toronto FC
C. Falletti,24,Uruguay,67,73,Bologna
M. Wölfli,34,Switzerland,67,67,BSC Young Boys
J. Patiño,28,Paraguay,67,68,Racing Club de Avellaneda
R. Moriwaki,31,Japan,67,67,Urawa Red Diamonds
J. Jönsson,33,Sweden,67,67,IF Elfsborg
M. Štěch,27,Czech Republic,67,71,Luton Town
M. Dyrestam,25,Sweden,67,72,Kalmar FF
F. Trinks,25,Germany,67,71,Chemnitzer FC
A. Ludwig,26,Germany,67,68,1. FC Magdeburg
Lee Seul Chan,23,Korea Republic,67,72,Jeonnam Dragons
J. Hernández,31,Colombia,67,67,Independiente Medellín
L. Dvali,22,Georgia,67,77,Pogoń Szczecin
S. Krivets,31,Belarus,67,67,Arka Gdynia
W. Keane,24,England,67,71,Hull City
K. Haugen,23,Norway,67,75,Viking FK
C. Restrepo,29,Colombia,67,67,Jaguares Fútbol Club
J. Drommel,20,Netherlands,67,78,FC Twente
A. Nakamura,26,Japan,67,67,Kashima Antlers
C. Kyriakou,22,Cyprus,67,75,Estoril Praia
G. Landel,26,Guinea,67,69,Alanyaspor
A. Lundqvist,23,Sweden,67,73,IF Elfsborg
A. Turan,25,Turkey,67,71,Kayserispor
K. Moriya,28,Japan,67,67,Kawasaki Frontale
E. Israelsson,28,Sweden,67,67,PEC Zwolle
M. Boxall,28,New Zealand,67,67,Minnesota Thunder
Y. Bnou-Marzouk,21,Morocco,67,79,FC Lugano
E. Kwateng,20,France,67,77,FC Nantes
S. Vučur,25,Austria,67,70,1. FC Kaiserslautern
H. Hechalar,29,Argentina,67,67,Atlético Tucumán
J. Verlaat,21,Netherlands,67,78,Werder Bremen II
A. Blomqvist,25,Sweden,67,72,IFK Norrköping
Rubén Yáñez,23,Spain,67,75,Cádiz C.F.
Isaac Carcelén,24,Spain,67,71,C.D. Leonesa S.A.D.
B. Bese,23,Hungary,67,75,Le Havre AC
A. Karnitskiy,28,Belarus,67,67,FC Tosno
Cláudio Falcão,22,Brazil,67,73,CD Aves
J. Bornstein,32,United States,67,67,Querétaro
J. Reinhardt,29,Germany,67,67,Chemnitzer FC
D. Kempe,31,Germany,67,67,FC Erzgebirge Aue
B. Dickenson,24,England,67,73,Colchester United
S. Martínez,34,Uruguay,67,67,Argentinos Juniors
J. Juelsgård,28,Denmark,67,67,Aarhus GF
F. Etoundi,26,Cameroon,67,68,Kasimpaşa SK
O. Kragl,27,Germany,67,67,Crotone
A. Kalulu,21,France,67,76,FC Sochaux-Montbéliard
P. Anderson,28,England,67,67,Mansfield Town
C. Benavente,23,Peru,67,72,Sporting Charleroi
N. Ajose,25,England,67,71,Bury
P. Gregor,23,Denmark,67,74,FC Nordsjælland
T. Mears,34,England,67,67,Atlanta United FC
B. Aloé,23,France,67,77,Valenciennes FC
I. Tomečak,27,Croatia,67,67,KV Mechelen
Yeo Reum,28,Korea Republic,67,67,Sangju Sangmu FC
A. Fletcher,21,England,67,77,Middlesbrough
